species.,species,image_file_name,image_type,color,primary.color,secondary.color,tertiary.color,quaternary.color,pattern,primary.patternattern,secondary.pattern,nape,scale_type,Venomous,Max_Size,Bahrain,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi.Arabia,Syria,UAE,Yemen,User
109,Naja natrix,Natrix_natrix1.jpg,body ,darkgray lightgray beige ,darkgray,lightgray,beige,,uniform ,uniform,,yes,,x,2000,,x,x,,,,,x,,,x,,,andrew
109,Naja natrix,Natrix_natrix2.jpg,body ,lightgray black brown ,lightgray,black,brown,,spotted ,spotted,,,keeled,x,2000,,x,x,,,,,x,,,x,,,andrew
109,Naja natrix,Natrix_natrix5.jpg,body ,lightgray brown black ,lightgray,brown,black,,spotted ,spotted,,,keeled,x,2000,,x,x,,,,,x,,,x,,,andrew
109,Naja natrix,Natrix_natrix6.jpg,body ,lightgray lightbrown black ,lightgray,lightbrown,black,,spotted ,spotted,,,keeled,x,2000,,x,x,,,,,x,,,x,,,andrew
109,Naja natrix,Natrix_natrix7.jpg,body ,lightgray black ,lightgray,black,,,spotted ,spotted,,yes,keeled,x,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix cypriaca,Natrix_natrix_cypriaca.jpg,body ,lightgray black beige ,lightgray,black,beige,,blotched ,blotched,,,,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix cypriaca,Natrix_natrix_cypriaca2.jpg,body ,lightgray black lightbrown ,lightgray,black,lightbrown,,blotched ,blotched,,,,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix natrix,Natrix_natrix_natrix2.jpg,body ,darkgray black beige ,darkgray,black,beige,,spotted ,spotted,,yes,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix natrix,Natrix_natrix_natrix3.jpg,body ,darkgray black beige ,darkgray,black,beige,,spotted ,spotted,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix natrix,Natrix_natrix_natrix_juv.jpg,body ,black lightgray beige ,black,lightgray,beige,,uniform ,uniform,,yes,smooth,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix persa,Natrix_natrix_persa_f.jpg,body ,darkgray beige black ,darkgray,beige,black,,striped ,striped,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris.jpg,body ,darkgray black ,darkgray,black,,,spotted ,spotted,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris10.jpg,body ,darkbrown beige black ,darkbrown,beige,black,,striped spotted ,striped,spotted,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris11.jpg,body ,lightgray beige black ,lightgray,beige,black,,striped blotched ,striped,blotched,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris12.jpg,body ,darkgray beige black ,darkgray,beige,black,,striped blotched ,striped,blotched,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris3.jpg,body ,darkgray black ,darkgray,black,,,spotted ,spotted,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris5.jpg,body ,darkgray black ,darkgray,black,,,spotted ,spotted,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris7.jpg,body ,lightgray black ,lightgray,black,,,spotted ,spotted,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris8.jpg,body ,lightbrown black ,lightbrown,black,,,spotted ,spotted,,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
109,Natrix natrix vulgaris,Natrix_natrix_vulgaris9.jpg,body ,brown black beige ,brown,black,beige,,striped spotted ,striped,spotted,,keeled,,2000,,x,x,,,,,x,,,x,,,andrew
110,Natrix tessellata,Natrix_tessellata.jpg,body ,darkgray black beige ,darkgray,black,beige,,blotched ,blotched,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata1.jpg,body ,brown lightbrown ,brown,lightbrown,,,blotched ,blotched,,,,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata12.jpg,body ,brown darkbrown ,brown,darkbrown,,,spotted ,spotted,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata13.jpg,body ,darkgray black beige ,darkgray,black,beige,,blotched ,blotched,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata14.jpg,body ,brown lightbrown beige ,brown,lightbrown,beige,,spotted ,spotted,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata15.jpg,body ,black beige brown ,black,beige,brown,,spotted ,spotted,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata2.jpg,body ,brown darkbrown ,brown,darkbrown,,,blotched ,blotched,,,,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata6.jpg,body ,darkbrown brown beige ,darkbrown,brown,beige,,spotted ,spotted,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata7.jpg,body ,black brown beige ,black,brown,beige,,blotched ,blotched,,,keeled,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
110,Natrix tessellata,Natrix_tessellata8.jpg,body ,lightbrown black beige ,lightbrown,black,beige,,spotted ,spotted,,,smooth,,1000,,x,x,x,x,,x,x,,,x,,x,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus10.jpg,body ,lightbrown beige darkbrown ,lightbrown,beige,darkbrown,,blotched ,blotched,,,smooth,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus11.jpg,body ,lightgray brown darkbrown ,lightgray,brown,darkbrown,,blotched ,blotched,,,smooth,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus2.jpg,body ,lightbrown beige brown ,lightbrown,beige,brown,,blotched ,blotched,,,,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus3.jpg,body ,lightbrown darkbrown beige ,lightbrown,darkbrown,beige,,blotched ,blotched,,,,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus5.jpg,body ,darkgray darkbrown lightgray ,darkgray,darkbrown,lightgray,,blotched ,blotched,,,smooth,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus6.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,blotched ,blotched,,,smooth,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus7.jpg,body ,beige darkbrown black ,beige,darkbrown,black,,blotched ,blotched,,,,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus8.jpg,body ,darkbrown lightgray black ,darkbrown,lightgray,black,,spotted ,spotted,,,smooth,,590,,x,,,,,,,,,,,,andrew
111,Oligodon taeniolatus,Oligodon_taeniolatus9.jpg,body ,brown beige black ,brown,beige,black,,blotched striped ,blotched,striped,,smooth,,590,,x,,,,,,,,,,,,andrew
112,Persiophis fahimii,Persiophis_fahimii.jpg,body,darkbrown blue ,darkbrown,blue,,,banded,banded,,,,,495,,x,,,,,,,,,,,,andrew
114,Platyceps collaris,Platyceps_collaris2.jpg,body ,brown darkbrown beige ,brown,darkbrown,beige,,uniform ,uniform,,,smooth,,1000,,,,x,x,,x,,,,x,,,andrew
114,Platyceps collaris,Platyceps_collaris3.jpg,body ,brown black beige ,brown,black,beige,,uniform ,uniform,,yes,smooth,,1000,,,,x,x,,x,,,,x,,,andrew
114,Platyceps collaris,Platyceps_collaris_1.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,spotted ,spotted,,yes,smooth,,1000,,,,x,x,,x,,,,x,,,andrew
114,Platyceps collaris,Platyceps_rubriceps.jpg,body ,lightgray brown black ,lightgray,brown,black,,spotted ,spotted,,yes,smooth,,NA,,,,,,,,,,,,,,andrew
115,Platyceps elegantissimus,Platyceps_elegantissimus.jpg,body ,beige black ,beige,black,,,banded ,banded,,,,,700,,,,x,x,,,,,x,,,,andrew
115,Platyceps elegantissimus,Platyceps_elegantissimus2.jpg,body ,beige black orange ,beige,black,orange,,banded ,banded,,,smooth,,700,,,,x,x,,,,,x,,,,andrew
115,Platyceps elegantissimus,Platyceps_elegantissimus3.jpg,body ,beige black orange ,beige,black,orange,,banded ,banded,,,smooth,,700,,,,x,x,,,,,x,,,,andrew
115,Platyceps elegantissimus,Platyceps_elegantissimus4.jpg,body ,beige black orange ,beige,black,orange,,banded ,banded,,,,,700,,,,x,x,,,,,x,,,,andrew
117,Platyceps karelini,Platyceps_karelinii.jpg,body ,lightgray black white ,lightgray,black,white,,blotched ,blotched,,,,,1000,,x,,,,,,,,,,,,andrew
118,Platyceps ladacensis,Schätti 2014 Platyceps ladacensisB.jpg,body ,lightgray white ,lightgray,white,,,blotched ,blotched,,,,,1072,,x,x,,,,,,,,,,,andrew
118,Platyceps ladacensis,Schätti 2014 Platyceps ladacensisC.jpg,body ,lightgray white ,lightgray,white,,,blotched ,blotched,,,smooth,,1072,,x,x,,,,,,,,,,,andrew
118,Platyceps ladacensis,Platyceps_ladacensis.jpg,body ,brown black beige ,brown,black,beige,,blotched ,blotched,,,smooth,,1072,,x,x,,,,,,,,,,,andrew
119,Platyceps najadum,Coluber_najadum.jpg,body ,darkbrown black white ,darkbrown,black,white,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
119,Platyceps najadum dahlii,Platyceps_najadum_dahlii.jpg,body ,lightbrown darkgray ,lightbrown,darkgray,,,uniform ,uniform,,,smooth,,1530,,,x,,,,x,,,,x,,,andrew
120,Platyceps plinii,Platyceps_plinii.jpg,body ,brown white ,brown,white,,,banded ,banded,,,smooth,,NA,,,,,,,,,,,,,,andrew
121,Platyceps rhodorachis,Schätti 2014 Platyceps (dragged)C.jpg,body ,lightgray darkgray ,lightgray,darkgray,,,spotted ,spotted,,,smooth,,NA,,,,,,,,,,,,,,andrew
121,Platyceps rhodorachis,Schätti 2014 Platyceps rhodorhachisA.jpg,body ,lightgray darkgray white ,lightgray,darkgray,white,,blotched ,blotched,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,andrew
121,Platyceps rhodorachis,Schätti 2014 Platyceps rhodorhachisB.jpg,body ,lightgray darkgray white ,lightgray,darkgray,white,,blotched ,blotched,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,andrew
121,Platyceps rhodorachis,Schätti 2014 Platyceps rhodorhachisC.jpg,body ,darkgray darkbrown beige ,darkgray,darkbrown,beige,,spotted ,spotted,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,andrew
121,Platyceps rhodorachis,Schätti 2014 Platyceps rhodorhachisD.jpg,body ,lightgray brown ,lightgray,brown,,,striped ,striped,,,smooth,,1167,,x,x,,x,,,x,,x,x,x,x,andrew
121,Platyceps rhodorachis,Platyceps_rhodorachis2.jpg,body ,beige black ,beige,black,,,blotched ,blotched,,,,,1167,,x,x,,x,,,x,,x,x,x,x,andrew
121,Platyceps rhodorachis,Platyceps_rhodorachis_rhodorachis.jpg,body ,lightgray black white ,lightgray,black,white,,blotched ,blotched,,,,,1167,,x,x,,x,,,x,,x,x,x,x,andrew
122,Platyceps rogersi,Coluber_rogersi.jpg,body ,white lightgray darkgray ,white,lightgray,darkgray,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
122,Platyceps rogersi,Platyceps_rogersi.jpg,body ,brown white ,brown,white,,,blotched ,blotched,,,smooth,,1080,,,x,x,x,,x,,,x,x,,,andrew
123,Platyceps saharicus,Platyceps_saharicus.jpg,body ,beige darkbrown ,beige,darkbrown,,,banded ,banded,,,,,1410,,,,x,x,,,,,x,,,,andrew
123,Platyceps saharicus,Platyceps_saharicus2.jpg,body ,darkbrown white ,darkbrown,white,,,banded ,banded,,,smooth,,1410,,,,x,x,,,,,x,,,,andrew
123,Platyceps saharicus,Platyceps_saharicus3.jpg,body ,white black beige ,white,black,beige,,banded ,banded,,,smooth,,1410,,,,x,x,,,,,x,,,,andrew
123,Platyceps saharicus,Platyceps_saharicus4.jpg,body ,lightgray black darkgray ,lightgray,black,darkgray,,blotched ,blotched,,,smooth,,1410,,,,x,x,,,,,x,,,,andrew
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisA.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,blotched ,blotched,,,,,400,,,,,,,,,,x,,,x,andrew
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisB.jpg,body ,lightgray darkgray ,lightgray,darkgray,,,spotted ,spotted,,,smooth,,400,,,,,,,,,,x,,,x,andrew
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisC.jpg,body ,brown darkbrown ,brown,darkbrown,,,blotched ,blotched,,,,,400,,,,,,,,,,x,,,x,andrew
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisE.jpg,body ,beige black ,beige,black,,,banded ,banded,,,,,400,,,,,,,,,,x,,,x,andrew
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisG.jpg,body ,lightgray black lightbrown ,lightgray,black,lightbrown,,banded striped ,banded,striped,,smooth,,400,,,,,,,,,,x,,,x,andrew
126,Platyceps variabilis,Sindaco 2013 Platyceps variabilisH.jpg,body ,brown beige black ,brown,beige,black,,striped ,striped,, ,smooth, ,400, , , , , , , , , ,x, , ,x,andrew
127,Platyceps ventromaculatus,Coluber_ventromaculatus.jpg,body ,lightgray white ,lightgray,white,,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,andrew
127,Platyceps ventromaculatus,Platyceps_ventromaculatus0.jpg,body ,lightbrown darkbrown ,lightbrown,darkbrown,,,blotched ,blotched,,,,,1260,x,,x,,x,x,,,x,x,,x,,andrew
127,Platyceps ventromaculatus,Platyceps_ventromaculatus2.jpg,body ,lightgray darkbrown beige ,lightgray,darkbrown,beige,,blotched ,blotched,,,,,1260,x,,x,,x,x,,,x,x,,x,,andrew
128,Psammophis aegyptius,Psammophis_aegyptius.jpg,body ,lightgray brown ,lightgray,brown,,,uniform ,uniform,,,smooth,,1500,,,,x,,,,,,,,,,andrew
128,Psammophis aegyptius,Psammophis_aegyptius2.jpg,body ,lightgray brown ,lightgray,brown,,,uniform ,uniform,,,,,1500,,,,x,,,,,,,,,,andrew
130,Psammophis schokari,Psammophis_schokari.jpg,body ,brown darkbrown beige ,brown,darkbrown,beige,,striped ,striped,,,smooth,,1500,,x,x,,x,x,,x,x,x,x,x,x,andrew
130,Psammophis schokari,Psammophis_schokari5.jpg,body ,beige lightbrown ,beige,lightbrown,,,striped ,striped,,,,,1500,,x,x,,x,x,,x,x,x,x,x,x,andrew
130,Psammophis schokari,Psammophis_schokari6.jpg,body ,brown beige darkbrown ,brown,beige,darkbrown,,striped ,striped,,,smooth,,1500,,x,x,,x,x,,x,x,x,x,x,x,andrew
130,Psammophis schokari,Psammophis_schokari7.jpg,body ,lightbrown ,lightbrown,,,,uniform ,uniform,,,,,1500,,x,x,,x,x,,x,x,x,x,x,x,andrew
131,Pseudocerastes fieldi,Pseudocerastes_fieldi.jpg,body ,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,890,,x,x,,x,,,,,x,x,,,andrew
132,Pseudocerastes persicus,Pseudocerastes_persicus.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,keeled,x,1080,,x,x,,x,x,,x,,x,x,x,,andrew
132,Pseudocerastes persicus,Pseudocerastes_persicus1.jpg,body ,beige brown ,beige,brown,,,blotched ,blotched,,,keeled,x,1080,,x,x,,x,x,,x,,x,x,x,,andrew
132,Pseudocerastes persicus,Pseudocyclophis_persicus.jpg,body ,beige black ,beige,black,,,banded ,banded,,,smooth,x,1080,,x,x,,x,x,,x,,x,x,x,,andrew
132,Pseudocerastes persicus,Pseudocyclophis_persicus2.jpg,body ,white black ,white,black,,,banded ,banded,,,,x,1080,,x,x,,x,x,,x,,x,x,x,,andrew
133,Pseudocerastes urarachnoides,Pseudocerastes_urarachnoides.jpg,body ,beige lightbrown black ,beige,lightbrown,black,,blotched ,blotched,,,keeled,x,530,,x,x,,,,,,,,,,,andrew
134,Ptyas mucosa,Ptyas_mucosa.jpg,body ,lightbrown brown ,lightbrown,brown,,,uniform ,uniform,,,smooth,,3700,,x,,,,,,,,,,,,andrew
134,Ptyas mucosa,Ptyas_mucosa4.jpg,body ,black darkgray ,black,darkgray,,,banded ,banded,,,smooth,,3700,,x,,,,,,,,,,,,andrew
134,Ptyas mucosa,Ptyas_mucosus3.jpg,body ,brown black ,brown,black,,,spotted ,spotted,,,smooth,,3700,,x,,,,,,,,,,,,andrew
134,Ptyas mucosa,Ptyas_mucosus4.jpg,body ,darkbrown beige black ,darkbrown,beige,black,,spotted ,spotted,,,smooth,,3700,,x,,,,,,,,,,,,andrew
135,Rhynchocalamus arabicus,Rhynchocalamus_arabicus.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,278,,,,,,,,x,,,,,x,andrew
135,Rhynchocalamus arabicus,Rhynchocalamus_arabicus2.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,278,,,,,,,,x,,,,,x,andrew
136,Rhynchocalamus dayanae,Rhynchocalamus_dayanae.jpg,body ,lightbrown black ,lightbrown,black,,,uniform ,uniform,,,smooth,,526,,,,x,,,,,,,,,,andrew
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus.jpg,body ,beige black ,beige,black,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,andrew
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus2.jpg,body ,lightbrown black ,lightbrown,black,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,andrew
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus4.jpg,body ,brown black ,brown,black,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,andrew
138,Rhynchocalamus melanocephalus,Rhynchocalamus_melanocephalus5.jpg,body ,lightbrown black ,lightbrown,black,,,uniform ,uniform,,,smooth,,550,,x,x,x,x,,x,,,,x,,,andrew
139,Rhynchocalamus satunini,Rhynchocalamus_satunini.jpg,body ,orange black ,orange,black,,,uniform ,uniform,,yes,smooth,,410,,x,x,,,,,,,,,,,andrew
140,Spalerosophis diadema,Spalerosophis_d_atriceps.jpg,body ,orange black red ,orange,black,red,,blotched ,blotched,,,,,NA,,,,,,,,,,,,,,andrew
140,Spalerosophis diadema,Spalerosophis_diadema1.jpg,body ,beige black ,beige,black,,,blotched ,blotched,,,keeled,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema2.jpg,body ,orange darkbrown black ,orange,darkbrown,black,,spotted ,spotted,,,,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema3.jpg,body ,lightbrown brown beige ,lightbrown,brown,beige,,blotched ,blotched,,,,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema4.jpg,body ,beige black red ,beige,black,red,,blotched ,blotched,,,,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema5.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,blotched ,blotched,,,,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema6.jpg,body ,lightbrown darkbrown beige ,lightbrown,darkbrown,beige,,blotched ,blotched,,,,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema7.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,blotched ,blotched,,,keeled,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
140,Spalerosophis diadema,Spalerosophis_diadema_schirasianus.jpg,body ,lightbrown brown beige ,lightbrown,brown,beige,,blotched ,blotched,,,smooth,,2000,,x,x,x,x,x,x,x,x,x,x,x,x,andrew
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisB.jpg,body ,beige black lightgray ,beige,black,lightgray,,blotched ,blotched,,yes,keeled,,1430,,x,,,,,,,,,,,,andrew
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisD.jpg,body ,brown lightbrown black ,brown,lightbrown,black,,blotched ,blotched,,,smooth,,1430,,x,,,,,,,,,,,,andrew
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisE.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,spotted ,spotted,,,,,1430,,x,,,,,,,,,,,,andrew
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisF.jpg,body ,brown black ,brown,black,,,blotched ,blotched,,,,,1430,,x,,,,,,,,,,,,andrew
141,Spalerosophis microlepis,Sindaco 2013 Spalerosophis microlepisH.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,1430,,x,,,,,,,,,,,,andrew
142,Telescopus dhara,Telescopus_dhara.jpg,body ,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,smooth,w,1900,,,,x,x,,,x,,x,,x,x,andrew
143,Telescopus fallax,Telescopus_fallax.jpg,body ,lightgray darkgray black ,lightgray,darkgray,black,,blotched ,blotched,,,,w,1200,,x,x,x,x,,x,,,,x,,,andrew
143,Telescopus fallax,Telescopus_fallax2.jpg,body ,lightgray black darkgray ,lightgray,black,darkgray,,blotched ,blotched,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,andrew
143,Telescopus fallax,Telescopus_fallax_fallax.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,andrew
143,Telescopus fallax,Telescopus_fallax_fallax_F.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,,w,1200,,x,x,x,x,,x,,,,x,,,andrew
143,Telescopus fallax,Telescopus_fallax_fallax_J.jpg,body ,white black ,white,black,,,blotched ,blotched,,,,w,1200,,x,x,x,x,,x,,,,x,,,andrew
143,Telescopus fallax,Telescopus_fallax_syriacus.jpg,body ,lightbrown black ,lightbrown,black,,,blotched ,blotched,,,,w,1200,,x,x,x,x,,x,,,,x,,,andrew
143,Telescopus fallax,Telescopus_fallax_syriacus2.jpg,body ,lightgray darkbrown black ,lightgray,darkbrown,black,,blotched ,blotched,,,smooth,w,1200,,x,x,x,x,,x,,,,x,,,andrew
144,Telescopus hoogstraali,Telescopus_hoogstraali.jpg,body ,beige black ,beige,black,,,banded ,banded,,,,w,1020,,,,x,x,,,,,,,,,andrew
144,Telescopus hoogstraali,Telescopus_hoogstraali2.jpg,body ,lightgray black ,lightgray,black,,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,andrew
144,Telescopus hoogstraali,Telescopus_hoogstraali4.jpg,body ,lightgray black ,lightgray,black,,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,andrew
144,Telescopus hoogstraali,Telescopus_hoogstraali5.jpg,body ,lightbrown black ,lightbrown,black,,,blotched ,blotched,,,smooth,w,1020,,,,x,x,,,,,,,,,andrew
144,Telescopus hoogstraali,Telescopus_hoogstraali6.jpg,body ,lightgray black ,lightgray,black,,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,andrew
144,Telescopus hoogstraali,Telescopus_hoogstralii.jpg,body ,lightgray black ,lightgray,black,,,banded ,banded,,,smooth,w,1020,,,,x,x,,,,,,,,,andrew
145,Telescopus nigriceps,Telescopus_nigriceps.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,,w,600,,x,x,,x,,,,,,x,,,andrew
146,Telescopus obtusus,Telescopus_obtusus.jpg,body ,brown lightbrown ,brown,lightbrown,,,blotched ,blotched,,,smooth,w,1870,,,,,,,,,,,,,,andrew
147,Telescopus rhinopoma,Telescopus_rhinopoma.jpg,body ,beige brown white ,beige,brown,white,,blotched ,blotched,,,smooth,w,1000,,x,,,,,,,,,,,,andrew
147,Telescopus rhinopoma,Telescopus_rhinopoma2.jpg,body ,beige lightbrown black ,beige,lightbrown,black,,blotched ,blotched,,,smooth,w,1000,,x,,,,,,,,,,,,andrew
148,Telescopus tesselatus,Kamali 2020 Telescopus tesselatusA.jpg,body ,lightgray brown white ,lightgray,brown,white,,blotched ,blotched,,,,w,1030,,x,x,,,,,,,,,,,andrew
148,Telescopus tesselatus,Kamali 2020 Telescopus tesselatusB.jpg,body ,lightgray brown black ,lightgray,brown,black,,blotched ,blotched,,,smooth,w,1030,,x,x,,,,,,,,,,,andrew
149,Vipera ammodytes,Vipera_ammodytes.jpg,body ,lightgray black ,lightgray,black,,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes,Vipera_ammodytes_ammodytes.jpg,body ,white darkbrown ,white,darkbrown,,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes,Vipera_ammodytes_ammodytes2.jpg,body ,black beige lightbrown ,black,beige,lightbrown,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes,Vipera_ammodytes_ammodytes4.jpg,body ,darkbrown lightgray ,darkbrown,lightgray,,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes,Vipera_ammodytes_ammodytes7.jpg,body ,lightgray brown darkbrown ,lightgray,brown,darkbrown,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes,Vipera_ammodytes_ammodytes8.jpg,body ,black lightgray ,black,lightgray,,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_F.jpg,body ,white black ,white,black,,,blotched ,blotched,,,smooth,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_female2.jpg,body ,lightgray darkbrown ,lightgray,darkbrown,,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_M.jpg,body ,white black ,white,black,,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes gregorwallneri,Vipera_ammodytes_gregorwallneri_MF.jpg,body ,white black ,white,black,,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis.jpg,body ,darkbrown lightgray ,darkbrown,lightgray,,,blotched ,blotched,,,,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis4.jpg,body ,lightgray brown black ,lightgray,brown,black,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
149,Vipera ammodytes meridionalis,Vipera_ammodytes_meridionalis_F.jpg,body ,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,blotched ,blotched,,,keeled,x,1100,,,,,,,,x,,,,,,andrew
